Orthogroup	PbergheiANKA	Pfalciparum3D7
OG0001026	PBANKA_0512400	PF3D7_1028300
OG0001027	PBANKA_1437600	PF3D7_1222700
OG0001028	PBANKA_0204400	PF3D7_0109200
OG0001029	PBANKA_0934200	PF3D7_1113400
OG0001030	PBANKA_0937100	PF3D7_1110500
OG0001031	PBANKA_1110000	PF3D7_0510400
OG0001032	PBANKA_1428400	PF3D7_1212400
OG0001033	PBANKA_0604800	PF3D7_1206200
OG0001034	PBANKA_1201900	PF3D7_1003500
OG0001035	PBANKA_1305300	PF3D7_1441400
OG0001036	PBANKA_1455200	PF3D7_1241800
OG0001037	PBANKA_0209800	PF3D7_0103300
OG0001038	PBANKA_0809900	PF3D7_0908700
OG0001039	PBANKA_1120100	PF3D7_0621100
OG0001040	PBANKA_0604200	PF3D7_1205500
OG0001041	PBANKA_1031600	PF3D7_1410900
OG0001042	PBANKA_1353500	PF3D7_1340100
OG0001043	PBANKA_1019500	PF3D7_1424100
OG0001044	PBANKA_1108300	PF3D7_0508700
OG0001045	PBANKA_0928600	PF3D7_1119500
OG0001046	PBANKA_1130200	PF3D7_1353600
OG0001047	PBANKA_1415100	PF3D7_1316600
OG0001048	PBANKA_0520200	PF3D7_1037300
OG0001049	PBANKA_1002800	PF3D7_0405100
OG0001050	PBANKA_1435700	PF3D7_1220500
OG0001051	PBANKA_0406300	PF3D7_0308000
OG0001052	PBANKA_1234800	PF3D7_0520000
OG0001053	PBANKA_1026600	PF3D7_1416100
OG0001054	PBANKA_0805200	PF3D7_0708000
OG0001055	PBANKA_1441200	PF3D7_1226400
OG0001056	PBANKA_1143600	PF3D7_1367700
OG0001057	PBANKA_0519800	PF3D7_1036800
OG0001058	PBANKA_0824800	PF3D7_0923900
OG0001059	PBANKA_0201800	PF3D7_0112000
OG0001060	PBANKA_0107400	PF3D7_0608800
OG0001061	PBANKA_0806100	PF3D7_0319200
OG0001062	PBANKA_0920000	PF3D7_1128200
OG0001063	PBANKA_0203800	PF3D7_0109800
OG0001064	PBANKA_1409700	PF3D7_1311200
OG0001065	PBANKA_0922900	PF3D7_1125400
OG0001066	PBANKA_1036900	PF3D7_1405300
OG0001067	PBANKA_0828700	PF3D7_0927900
OG0001068	PBANKA_0301200	PF3D7_0203300
OG0001069	PBANKA_0717500	PF3D7_0415500
OG0001070	PBANKA_0520900	PF3D7_1038000
OG0001071	PBANKA_1222800	PF3D7_0807900
OG0001072	PBANKA_1439200	PF3D7_1224300
OG0001073	PBANKA_0409300	PF3D7_0311300
OG0001074	PBANKA_1423100	PF3D7_0814400
OG0001075	PBANKA_1134800	PF3D7_1358500
OG0001076	PBANKA_1450500	PF3D7_1235900
OG0001077	PBANKA_0720800	PF3D7_0418700
OG0001078	PBANKA_1229500	PF3D7_0614800
OG0001079	PBANKA_1210200	PF3D7_1011800
OG0001080	PBANKA_1232200	PF3D7_0517400
OG0001081	PBANKA_1301700	PF3D7_1474500
OG0001082	PBANKA_0405600	PF3D7_0307300
OG0001083	PBANKA_0511500	PF3D7_1027400
OG0001084	PBANKA_1131900	PF3D7_1355500
OG0001085	PBANKA_0709100	PF3D7_0821700
OG0001086	PBANKA_1116800	PF3D7_0617200
OG0001087	PBANKA_1447400	PF3D7_1232700
OG0001088	PBANKA_1334200	PF3D7_1471000
OG0001089	PBANKA_1126400	PF3D7_0627700
OG0001090	PBANKA_0512100	PF3D7_1028000
OG0001091	PBANKA_0521400	PF3D7_0420100
OG0001092	PBANKA_1203400	PF3D7_1005100
OG0001093	PBANKA_1315500	PF3D7_1451800
OG0001094	PBANKA_0509300	PF3D7_1025100
OG0001095	PBANKA_1357200	PF3D7_1344200
OG0001096	PBANKA_0830400	PF3D7_0929600
OG0001097	PBANKA_0520400	PF3D7_1037500
OG0001098	PBANKA_1325300	PF3D7_1461600
OG0001099	PBANKA_0809000	PF3D7_0907600
OG0001100	PBANKA_1463700	PF3D7_1250800
OG0001101	PBANKA_1130400	PF3D7_1353800
OG0001102	PBANKA_1215000	PF3D7_0323500
OG0001103	PBANKA_1313300	PF3D7_1449600
OG0001104	PBANKA_1417300	PF3D7_1318800
OG0001105	PBANKA_1415000	PF3D7_1316500
OG0001106	PBANKA_0931600	PF3D7_1116400
OG0001107	PBANKA_0402000	PF3D7_0303400
OG0001108	PBANKA_1144100	PF3D7_1368200
OG0001109	PBANKA_1136300	PF3D7_1360100
OG0001110	PBANKA_0710100	PF3D7_0820700
OG0001111	PBANKA_1125600	PF3D7_0626800
OG0001112	PBANKA_1442500	PF3D7_1227800
OG0001113	PBANKA_1014600	PF3D7_1430100
OG0001114	PBANKA_1141500	PF3D7_1365700
OG0001115	PBANKA_1431100	PF3D7_1215400
OG0001116	PBANKA_0406800	PF3D7_0308600
OG0001117	PBANKA_1130100	PF3D7_1353500
OG0001118	PBANKA_0409600	PF3D7_0311600
OG0001119	PBANKA_1104700	PF3D7_0505100
OG0001120	PBANKA_0801200	PF3D7_0703500
OG0001121	PBANKA_0713100	PF3D7_0817700
OG0001122	PBANKA_0824400	PF3D7_0923500
OG0001123	PBANKA_1403000	PF3D7_1304500
OG0001124	PBANKA_1124200	PF3D7_0625300
OG0001125	PBANKA_1024100	PF3D7_1419100
OG0001126	PBANKA_1228200	PF3D7_0802000
OG0001127	PBANKA_0209700	PF3D7_0103400
OG0001128	PBANKA_0821700	PF3D7_0920800
OG0001132	PBANKA_1426200	PF3D7_0811300
OG0001133	PBANKA_1029800	PF3D7_1412800
OG0001134	PBANKA_0709200	PF3D7_0821600
OG0001135	PBANKA_1005500	PF3D7_0407900
OG0001136	PBANKA_1415500	PF3D7_1317000
OG0001137	PBANKA_0716200	PF3D7_0414200
OG0001138	PBANKA_1200800	PF3D7_1002400
OG0001139	PBANKA_1302200	PF3D7_1438100
OG0001140	PBANKA_1315600	PF3D7_1451900
OG0001141	PBANKA_0938900	PF3D7_1108000
OG0001142	PBANKA_1127300	PF3D7_0628600
OG0001143	PBANKA_1217600	PF3D7_0320900
OG0001144	PBANKA_0616100	PF3D7_0718500
OG0001145	PBANKA_0937400	PF3D7_1110200
OG0001146	PBANKA_0820600	PF3D7_0919700
OG0001147	PBANKA_0208000	PF3D7_0105300
OG0001148	PBANKA_0405500	PF3D7_0307200
OG0001149	PBANKA_0414600	PF3D7_0316800
OG0001150	PBANKA_0315400	PF3D7_0218700
OG0001151	PBANKA_0519900	PF3D7_1036900
OG0001152	PBANKA_1006800	PF3D7_0409200
OG0001153	PBANKA_1229900	PF3D7_0615200
OG0001154	PBANKA_0721700	PF3D7_0419600
OG0001155	PBANKA_0923400	PF3D7_1124900
OG0001156	PBANKA_1013100	PF3D7_1431700
OG0001157	PBANKA_1231800	PF3D7_0517000
OG0001158	PBANKA_0516200	PF3D7_1032400
OG0001159	PBANKA_0515600	PF3D7_1031800
OG0001160	PBANKA_1365400	PF3D7_1352800
OG0001161	PBANKA_0919800	PF3D7_1128400
OG0001162	PBANKA_1414900	PF3D7_1316400
OG0001163	PBANKA_1215600	PF3D7_0322900
OG0001164	PBANKA_1337300	PF3D7_1321900
OG0001165	PBANKA_0826000	PF3D7_0925200
OG0001166	PBANKA_1303200	PF3D7_1439300
OG0001167	PBANKA_0522500	PF3D7_0422100
OG0001168	PBANKA_0928800	PF3D7_1119300
OG0001169	PBANKA_1330800	PF3D7_1467500
OG0001170	PBANKA_1035000	PF3D7_1407200
OG0001171	PBANKA_0811900	PF3D7_0910800
OG0001172	PBANKA_1324100	PF3D7_1460400
OG0001173	PBANKA_1113800	PF3D7_0514100
OG0001174	PBANKA_0942900	PF3D7_1104000
OG0001175	PBANKA_0409100	PF3D7_0311100
OG0001176	PBANKA_1116300	PF3D7_0616800
OG0001177	PBANKA_1019400	PF3D7_1424400
OG0001178	PBANKA_1302400	PF3D7_1438500
OG0001179	PBANKA_1326900	PF3D7_1463300
OG0001181	PBANKA_0112000	PF3D7_0613700
OG0001182	PBANKA_1332500	PF3D7_1469300
OG0001183	PBANKA_1003800	PF3D7_0406100
OG0001184	PBANKA_1401900	PF3D7_1303400
OG0001185	PBANKA_1458900	PF3D7_1245800
OG0001186	PBANKA_0620000	PF3D7_0722500
OG0001187	PBANKA_1105800	PF3D7_0506200
OG0001188	PBANKA_1209100	PF3D7_1010700
OG0001189	PBANKA_1003600	PF3D7_0405900
OG0001190	PBANKA_1112800	PF3D7_0513100
OG0001191	PBANKA_1422300	PF3D7_0815300
OG0001192	PBANKA_1028800	PF3D7_1413900
OG0001193	PBANKA_1031200	PF3D7_1411300
OG0001194	PBANKA_1305100	PF3D7_1441200
OG0001195	PBANKA_1431600	PF3D7_1215900
OG0001196	PBANKA_0939200	PF3D7_1107700
OG0001197	PBANKA_0516600	PF3D7_1032800
OG0001198	PBANKA_1337200	PF3D7_1321800
OG0001199	PBANKA_0313800	PF3D7_0217100
OG0001200	PBANKA_1025200	PF3D7_1417500
OG0001201	PBANKA_1336300	PF3D7_1473100
OG0001202	PBANKA_0704100	PF3D7_0826500
OG0001203	PBANKA_0703700	PF3D7_0827000
OG0001204	PBANKA_0611800	PF3D7_1437000
OG0001205	PBANKA_0203300	PF3D7_0110400
OG0001206	PBANKA_1310800	PF3D7_1447000
OG0001207	PBANKA_1303700	PF3D7_1439800
OG0001208	PBANKA_1028900	PF3D7_1413800
OG0001210	PBANKA_1437400	PF3D7_1222500
OG0001211	PBANKA_1335300	PF3D7_1472100
OG0001212	PBANKA_1210400	PF3D7_1012000
OG0001213	PBANKA_1242800	PF3D7_0528200
OG0001214	PBANKA_1332000	PF3D7_1468800
OG0001215	PBANKA_1130500	PF3D7_1353900
OG0001216	PBANKA_1119100	PF3D7_0619900
OG0001217	PBANKA_1213500	PF3D7_1015100
OG0001218	PBANKA_1121100	PF3D7_0622200
OG0001219	PBANKA_1207300	PF3D7_1009000
OG0001220	PBANKA_1336400	PF3D7_1473200
OG0001221	PBANKA_1140600	PF3D7_1364800
OG0001222	PBANKA_0310900	PF3D7_0214000
OG0001223	PBANKA_0701600	PF3D7_0829100
OG0001224	PBANKA_1234200	PF3D7_0519400
OG0001225	PBANKA_0936500	PF3D7_1111100
OG0001226	PBANKA_1457800	PF3D7_1244600
OG0001227	PBANKA_1324500	PF3D7_1460800
OG0001228	PBANKA_0819300	PF3D7_0918300
OG0001229	PBANKA_1300600	PF3D7_1475600
OG0001230	PBANKA_1314100	PF3D7_1450400
OG0001231	PBANKA_0603500	PF3D7_1204600
OG0001232	PBANKA_0108600	PF3D7_0610100
OG0001233	PBANKA_1232300	PF3D7_0517500
OG0001234	PBANKA_0903900	PF3D7_1145100
OG0001235	PBANKA_1241700	PF3D7_0526900
OG0001236	PBANKA_1227900	PF3D7_0802300
OG0001237	PBANKA_0605300	PF3D7_1206700
OG0001238	PBANKA_0823100	PF3D7_0922200
OG0001239	PBANKA_0919500	PF3D7_1128700
OG0001240	PBANKA_1441600	PF3D7_1226800
OG0001241	PBANKA_0601700	PF3D7_1202700
OG0001242	PBANKA_1028600	PF3D7_1414100
OG0001243	PBANKA_1101600	PF3D7_0501800
OG0001244	PBANKA_1438600	PF3D7_1223700
OG0001245	PBANKA_1241100	PF3D7_0526300
OG0001246	PBANKA_0609300	PF3D7_1210900
OG0001247	PBANKA_1028400	PF3D7_1414300
OG0001248	PBANKA_1006700	PF3D7_0409100
OG0001249	PBANKA_1007700	PF3D7_0410300
OG0001250	PBANKA_0511200	PF3D7_1027100
OG0001251	PBANKA_0905100	PF3D7_1143900
OG0001252	PBANKA_1001400	PF3D7_0403700
OG0001253	PBANKA_0402400	PF3D7_0303800
OG0001254	PBANKA_0904500	PF3D7_1144500
OG0001255	PBANKA_0802100	PF3D7_0704400
OG0001256	PBANKA_0107300	PF3D7_0608700
OG0001257	PBANKA_1351900	PF3D7_1338200
OG0001258	PBANKA_1242500	PF3D7_0527900
OG0001259	PBANKA_0941500	PF3D7_1105400
OG0001260	PBANKA_0403800	PF3D7_0305300
OG0001261	PBANKA_1132700	PF3D7_1356400
OG0001262	PBANKA_0715200	PF3D7_0815600
OG0001263	PBANKA_0101000	PF3D7_0602200
OG0001264	PBANKA_0901200	PF3D7_1147900
OG0001265	PBANKA_0827700	PF3D7_0926900
OG0001266	PBANKA_0941100	PF3D7_1105800
OG0001267	PBANKA_1218400	PF3D7_0320100
OG0001268	PBANKA_0208600	PF3D7_0104500
OG0001269	PBANKA_1321000	PF3D7_1457300
OG0001270	PBANKA_0808300	PF3D7_0316900
OG0001271	PBANKA_0621700	PF3D7_0724200
OG0001272	PBANKA_0213500	PF3D7_0729400
OG0001273	PBANKA_0602500	PF3D7_1203500
OG0001274	PBANKA_1116500	PF3D7_0617000
OG0001275	PBANKA_0917700	PF3D7_1130600
OG0001276	PBANKA_1219600	PF3D7_0709100
OG0001277	PBANKA_1134000	PF3D7_1357700
OG0001278	PBANKA_0715900	PF3D7_0413900
OG0001279	PBANKA_0825600	PF3D7_0924700
OG0001280	PBANKA_1432800	PF3D7_1217200
OG0001281	PBANKA_0406400	PF3D7_0308100
OG0001282	PBANKA_0815300	PF3D7_0914300
OG0001283	PBANKA_0202300	PF3D7_0111500
OG0001284	PBANKA_1228700	PF3D7_0801500
OG0001285	PBANKA_0102500	PF3D7_0603700
OG0001286	PBANKA_1333800	PF3D7_1470600
OG0001287	PBANKA_1435200	PF3D7_1207200
OG0001287	PBANKA_1435200	PF3D7_1220000
OG0001289	PBANKA_1235700	PF3D7_0521100
OG0001291	PBANKA_1209600	PF3D7_1011200
OG0001292	PBANKA_1454400	PF3D7_1240000
OG0001293	PBANKA_1203700	PF3D7_1005500
OG0001294	PBANKA_0820200	PF3D7_0919300
OG0001295	PBANKA_0909600	PF3D7_1139300
OG0001296	PBANKA_0940100	PF3D7_1106800
OG0001297	PBANKA_1331200	PF3D7_1467900
OG0001298	PBANKA_1015600	PF3D7_1429100
OG0001299	PBANKA_1228300	PF3D7_0801900
OG0001300	PBANKA_0515000	PF3D7_1031000
OG0001300	PBANKA_0514900	PF3D7_1030900
OG0001307	PBANKA_1439300	PF3D7_1224400
OG0001308	PBANKA_1401300	PF3D7_1302800
OG0001309	PBANKA_0617200	PF3D7_0719700
OG0001311	PBANKA_1120300	PF3D7_0621300
OG0001312	PBANKA_1414200	PF3D7_1315700
OG0001313	PBANKA_0807400	PF3D7_0317800
OG0001315	PBANKA_0600500	PF3D7_1201500
OG0001316	PBANKA_1360900	PF3D7_1348100
OG0001317	PBANKA_0511900	PF3D7_1027800
OG0001318	PBANKA_1106400	PF3D7_0506800
OG0001319	PBANKA_0616800	PF3D7_0719300
OG0001320	PBANKA_1356900	PF3D7_1343900
OG0001321	PBANKA_0815200	PF3D7_0914200
OG0001322	PBANKA_1225700	PF3D7_0804900
OG0001323	PBANKA_1202400	PF3D7_1004000
OG0001324	PBANKA_1456400	PF3D7_1243000
OG0001325	PBANKA_1236400	PF3D7_0521800
OG0001326	PBANKA_0110900	PF3D7_0612600
OG0001327	PBANKA_1461000	PF3D7_1248100
OG0001328	PBANKA_0512500	PF3D7_1028400
OG0001329	PBANKA_1441500	PF3D7_1226700
OG0001330	PBANKA_0833000	PF3D7_0932200
OG0001331	PBANKA_0816800	PF3D7_0915800
OG0001332	PBANKA_0911800	PF3D7_1136800
OG0001333	PBANKA_0831900	PF3D7_0931100
OG0001334	PBANKA_0803000	PF3D7_0705300
OG0001335	PBANKA_0805800	PF3D7_0319500
OG0001336	PBANKA_1027000	PF3D7_1415700
OG0001337	PBANKA_0314800	PF3D7_0218100
OG0001338	PBANKA_0924400	PF3D7_1123900
OG0001339	PBANKA_1039400	PF3D7_1402500
OG0001340	PBANKA_0918200	PF3D7_1130000
OG0001341	PBANKA_0615000	PF3D7_0717300
OG0001342	PBANKA_1410400	PF3D7_1311900
OG0001343	PBANKA_0405400	PF3D7_0307100
OG0001344	PBANKA_0910100	PF3D7_1138600
OG0001345	PBANKA_1204300	PF3D7_1006100
OG0001346	PBANKA_0816100	PF3D7_0915100
OG0001347	PBANKA_0809400	PF3D7_0908000
OG0001348	PBANKA_0905600	PF3D7_1143400
OG0001349	PBANKA_1309000	PF3D7_1445200
OG0001350	PBANKA_1338300	PF3D7_1323100
OG0001351	PBANKA_1335500	PF3D7_1472300
OG0001352	PBANKA_1317600	PF3D7_1453900
OG0001353	PBANKA_1144600	PF3D7_1368700
OG0001354	PBANKA_1308200	PF3D7_1444300
OG0001355	PBANKA_1200900	PF3D7_1002500
OG0001356	PBANKA_0927200	PF3D7_1121100
OG0001358	PBANKA_1141900	PF3D7_1366100
OG0001359	PBANKA_0619600	PF3D7_0722100
OG0001360	PBANKA_0715000	PF3D7_0815800
OG0001361	PBANKA_1428100	PF3D7_0809200
OG0001362	PBANKA_1453200	PF3D7_1238700
OG0001363	PBANKA_1212600	PF3D7_1014200
OG0001364	PBANKA_1020900	PF3D7_1422500
OG0001365	PBANKA_1423900	PF3D7_0813600
OG0001366	PBANKA_0606900	PF3D7_1208400
OG0001367	PBANKA_1318200	PF3D7_1454500
OG0001368	PBANKA_1026900	PF3D7_1415800
OG0001369	PBANKA_1131600	PF3D7_1355100
OG0001370	PBANKA_1416300	PF3D7_1317800
OG0001371	PBANKA_1307700	PF3D7_1443800
OG0001372	PBANKA_0417500	PF3D7_0903900
OG0001373	PBANKA_0309100	PF3D7_0212300
OG0001374	PBANKA_1418300	PF3D7_1320000
OG0001375	PBANKA_1452600	PF3D7_1238100
OG0001376	PBANKA_0805100	PF3D7_0707900
OG0001377	PBANKA_1438100	PF3D7_1223200
OG0001378	PBANKA_1363000	PF3D7_1350200
OG0001379	PBANKA_1416400	PF3D7_1317900
OG0001380	PBANKA_1145700	PF3D7_1369700
OG0001381	PBANKA_1337000	PF3D7_1473900
OG0001382	PBANKA_0417000	PF3D7_0904400
OG0001383	PBANKA_1343300	PF3D7_1328100
OG0001384	PBANKA_1433400	PF3D7_1217800
OG0001385	PBANKA_0307000	PF3D7_0210100
OG0001386	PBANKA_0510900	PF3D7_1026800
OG0001387	PBANKA_1202600	PF3D7_1004300
OG0001388	PBANKA_0716900	PF3D7_0414900
OG0001389	PBANKA_1312300	PF3D7_1448600
OG0001390	PBANKA_0515200	PF3D7_1031200
OG0001391	PBANKA_1028100	PF3D7_1414600
OG0001392	PBANKA_0925100	PF3D7_1123200
OG0001393	PBANKA_0301500	PF3D7_0203700
OG0001394	PBANKA_1317400	PF3D7_1453700
OG0001395	PBANKA_1401100	PF3D7_1302600
OG0001396	PBANKA_0602800	PF3D7_1203900
OG0001397	PBANKA_1330100	PF3D7_1466700
OG0001398	PBANKA_0942500	PF3D7_1104400
OG0001399	PBANKA_0820500	PF3D7_0919600
OG0001400	PBANKA_1241800	PF3D7_0527000
OG0001401	PBANKA_0939700	PF3D7_1107200
OG0001402	PBANKA_1450300	PF3D7_1235700
OG0001403	PBANKA_0110400	PF3D7_0612100
OG0001404	PBANKA_0514500	PF3D7_1030500
OG0001406	PBANKA_1012800	PF3D7_1432100
OG0001407	PBANKA_1206100	PF3D7_1007900
OG0001408	PBANKA_1436600	PF3D7_1221400
OG0001409	PBANKA_1010100	PF3D7_1434700
OG0001410	PBANKA_1361000	PF3D7_1348200
OG0001412	PBANKA_1350700	PF3D7_1336900
OG0001413	PBANKA_1143500	PF3D7_1367600
OG0001414	PBANKA_1035500	PF3D7_1406700
OG0001415	PBANKA_0712400	PF3D7_0818400
OG0001416	PBANKA_0401600	PF3D7_0303000
OG0001417	PBANKA_1431050	PF3D7_1215300
OG0001418	PBANKA_1430700	PF3D7_1214900
OG0001419	PBANKA_0906400	PF3D7_1142600
OG0001420	PBANKA_0315300	PF3D7_0218600
OG0001421	PBANKA_0112400	PF3D7_0614200
OG0001422	PBANKA_1352600	PF3D7_1338900
OG0001423	PBANKA_1322400	PF3D7_1458700
OG0001424	PBANKA_1032600	PF3D7_1409900
OG0001425	PBANKA_0707200	PF3D7_0823400
OG0001426	PBANKA_1345000	PF3D7_1330000
OG0001427	PBANKA_1313100	PF3D7_1449400
OG0001428	PBANKA_1023200	PF3D7_1420000
OG0001429	PBANKA_1127600	PF3D7_0629000
OG0001430	PBANKA_1130800	PF3D7_1354200
OG0001431	PBANKA_0618900	PF3D7_0721400
OG0001432	PBANKA_0401000	PF3D7_0302000
OG0001433	PBANKA_0504100	PF3D7_1019900
OG0001434	PBANKA_1025800	PF3D7_1416900
OG0001435	PBANKA_1210100	PF3D7_1011700
OG0001436	PBANKA_1313500	PF3D7_1449800
OG0001437	PBANKA_1457900	PF3D7_1244700
OG0001438	PBANKA_1024700	PF3D7_1418000
OG0001439	PBANKA_1311600	PF3D7_1447800
OG0001440	PBANKA_1310700	PF3D7_1446900
OG0001441	PBANKA_0522800	PF3D7_0422400
OG0001442	PBANKA_0712300	PF3D7_0818500
OG0001443	PBANKA_0936900	PF3D7_1110700
OG0001444	PBANKA_0930900	PF3D7_1117100
OG0001445	PBANKA_0502200	PF3D7_1017900
OG0001446	PBANKA_0504500	PF3D7_1020300
OG0001447	PBANKA_0937700	PF3D7_1109900
OG0001448	PBANKA_1317700	PF3D7_1454000
OG0001449	PBANKA_1301400	PF3D7_1474800
OG0001450	PBANKA_1432500	PF3D7_1216900
OG0001451	PBANKA_0213400	PF3D7_0729300
OG0001452	PBANKA_0203200	PF3D7_0110500
OG0001453	PBANKA_0704200	PF3D7_0826400
OG0001454	PBANKA_0607800	PF3D7_1209400
OG0001455	PBANKA_1237000	PF3D7_0522300
OG0001456	PBANKA_1324400	PF3D7_1460700
OG0001458	PBANKA_1033900	PF3D7_1408600
OG0001459	PBANKA_0903800	PF3D7_1145200
OG0001460	PBANKA_1020100	PF3D7_1423300
OG0001461	PBANKA_1142100	PF3D7_1366300
OG0001462	PBANKA_1322000	PF3D7_1458300
OG0001463	PBANKA_0814300	PF3D7_0913300
OG0001464	PBANKA_1137000	PF3D7_1360800
OG0001465	PBANKA_0621400	PF3D7_0723900
OG0001466	PBANKA_0608300	PF3D7_1209900
OG0001467	PBANKA_0921800	PF3D7_1126600
OG0001468	PBANKA_0617900	PF3D7_0720400
OG0001469	PBANKA_1033400	PF3D7_1409100
OG0001470	PBANKA_0100800	PF3D7_0602000
OG0001471	PBANKA_1340000	PF3D7_1324800
OG0001472	PBANKA_1032900	PF3D7_1409600
OG0001473	PBANKA_1110700	PF3D7_0511200
OG0001474	PBANKA_0306400	PF3D7_0209300
OG0001475	PBANKA_1128100	PF3D7_0629300
OG0001483	PBANKA_1356200	PF3D7_1343200
OG0001484	PBANKA_0721000	PF3D7_0418900
OG0001485	PBANKA_1201700	PF3D7_1003300
OG0001486	PBANKA_1418800	PF3D7_1320500
OG0001487	PBANKA_1335200	PF3D7_1472000
OG0001488	PBANKA_1408000	PF3D7_1309500
OG0001489	PBANKA_1463500	PF3D7_1250600
OG0001490	PBANKA_0908900	PF3D7_1140100
OG0001491	PBANKA_0614500	PF3D7_0716800
OG0001492	PBANKA_0213800	PF3D7_0729700
OG0001493	PBANKA_0935800	PF3D7_1111800
OG0001494	PBANKA_1351400	PF3D7_1337700
OG0001495	PBANKA_0515900	PF3D7_1032100
OG0001496	PBANKA_1424800	PF3D7_0812700
OG0001497	PBANKA_1126600	PF3D7_0627900
OG0001498	PBANKA_1331800	PF3D7_1468500
OG0001499	PBANKA_0920600	PF3D7_1127800
OG0001500	PBANKA_1226500	PF3D7_0803800
OG0001501	PBANKA_1023000	PF3D7_1420200
OG0001502	PBANKA_1361100	PF3D7_1348300
OG0001503	PBANKA_1005100	PF3D7_0407500
OG0001504	PBANKA_1039600	PF3D7_1402300
OG0001505	PBANKA_0206900	PF3D7_0106400
OG0001506	PBANKA_1224500	PF3D7_0806200
OG0001507	PBANKA_1118900	PF3D7_0619700
OG0001508	PBANKA_1127800	PF3D7_0629200
OG0001509	PBANKA_0613300	PF3D7_0412000
OG0001510	PBANKA_0707800	PF3D7_0822800
OG0001511	PBANKA_1407600	PF3D7_1309100
OG0001512	PBANKA_0923900	PF3D7_1124400
OG0001513	PBANKA_1456100	PF3D7_1242700
OG0001514	PBANKA_1322700	PF3D7_1459000
OG0001515	PBANKA_0934300	PF3D7_1113300
OG0001516	PBANKA_1360500	PF3D7_1347700
OG0001517	PBANKA_1004800	PF3D7_0407200
OG0001518	PBANKA_0905700	PF3D7_1143300
OG0001519	PBANKA_1228400	PF3D7_0801800
OG0001520	PBANKA_0829200	PF3D7_0928400
OG0001521	PBANKA_1143000	PF3D7_1367100
OG0001522	PBANKA_1346700	PF3D7_1331800
OG0001523	PBANKA_1323700	PF3D7_1460100
OG0001524	PBANKA_0111200	PF3D7_0612900
OG0001525	PBANKA_0414300	PF3D7_0316500
OG0001526	PBANKA_1117500	PF3D7_0618300
OG0001527	PBANKA_1244000	PF3D7_0529500
OG0001528	PBANKA_1413400	PF3D7_1314900
OG0001529	PBANKA_1212300	PF3D7_1013900
OG0001530	PBANKA_0108000	PF3D7_0609400
OG0001531	PBANKA_1361300	PF3D7_1348500
OG0001532	PBANKA_0615600	PF3D7_0717900
OG0001533	PBANKA_1110500	PF3D7_0511000
OG0001534	PBANKA_0915800	PF3D7_1132600
OG0001535	PBANKA_0303200	PF3D7_0205500
OG0001536	PBANKA_1354000	PF3D7_1340600
OG0001537	PBANKA_1006900	PF3D7_0409300
OG0001538	PBANKA_0606100	PF3D7_1207600
OG0001539	PBANKA_1014700	PF3D7_1430000
OG0001540	PBANKA_0617100	PF3D7_0719600
OG0001541	PBANKA_1338500	PF3D7_1323300
OG0001542	PBANKA_1354500	PF3D7_1341300
OG0001543	PBANKA_0207200	PF3D7_0106100
OG0001544	PBANKA_1463200	PF3D7_1250300
OG0001545	PBANKA_0600900	PF3D7_1201900
OG0001546	PBANKA_1141200	PF3D7_1365400
OG0001547	PBANKA_0710600	PF3D7_0820200
OG0001548	PBANKA_0832600	PF3D7_0931800
OG0001549	PBANKA_0913500	PF3D7_1135000
OG0001550	PBANKA_0601100	PF3D7_1202200
OG0001551	PBANKA_0907300	PF3D7_1141700
OG0001552	PBANKA_1030000	PF3D7_1412600
OG0001553	PBANKA_1123600	PF3D7_0624700
OG0001554	PBANKA_1457400	PF3D7_1244100
OG0001555	PBANKA_1311500	PF3D7_1447700
OG0001556	PBANKA_0804600	PF3D7_0707400
OG0001557	PBANKA_1027700	PF3D7_1415000
OG0001558	PBANKA_0720600	PF3D7_0418500
OG0001559	PBANKA_1107300	PF3D7_0507700
OG0001560	PBANKA_1231700	PF3D7_0516900
OG0001561	PBANKA_0829700	PF3D7_0928900
OG0001562	PBANKA_0806400	PF3D7_0318900
OG0001563	PBANKA_0718800	PF3D7_0416800
OG0001564	PBANKA_1140400	PF3D7_1364500
OG0001565	PBANKA_1423600	PF3D7_0813900
OG0001566	PBANKA_1347400	PF3D7_1332600
OG0001567	PBANKA_1353700	PF3D7_1340300
OG0001568	PBANKA_0821900	PF3D7_0921000
OG0001569	PBANKA_0621800	PF3D7_0724300
OG0001570	PBANKA_1224300	PF3D7_0806400
OG0001571	PBANKA_1341600	PF3D7_1326400
OG0001572	PBANKA_1446200	PF3D7_1231500
OG0001573	PBANKA_1115300	PF3D7_0515700
OG0001574	PBANKA_0930300	PF3D7_1117700
OG0001575	PBANKA_0706000	PF3D7_0824600
OG0001576	PBANKA_0613900	PF3D7_0716200
OG0001577	PBANKA_1130900	PF3D7_1354300
OG0001578	PBANKA_0607600	PF3D7_1209200
OG0001579	PBANKA_0311200	PF3D7_0214400
OG0001580	PBANKA_0107100	PF3D7_0608500
OG0001581	PBANKA_0515350	PF3D7_1031400
OG0001582	PBANKA_0620100	PF3D7_0722600
OG0001583	PBANKA_0701500	PF3D7_0829200
OG0001584	PBANKA_1352000	PF3D7_1338300
OG0001585	PBANKA_1012400	PF3D7_1432500
OG0001586	PBANKA_0923500	PF3D7_1124800
