Geneid	groups	description
PBANKA_0107100	16	proteasome subunit alpha type-2, putative
PBANKA_0211200	16	conserved protein, unknown function
PBANKA_0214200	16	tRNA pseudouridine synthase D, putative
PBANKA_0300700	16	nucleic acid-binding protein, putative
PBANKA_0418100	16	conserved protein, unknown function
PBANKA_0502300	16	tRNA pseudouridine synthase, putative
PBANKA_0515900	16	mRNA-decapping enzyme subunit 1, putative
PBANKA_0517800	16	Sec1 family protein, putative
PBANKA_0521300	16	zinc finger protein, putative
PBANKA_0521400	16	serine/threonine protein kinase RIO2, putative
PBANKA_0522900	16	pre-mRNA-splicing helicase BRR2, putative
PBANKA_0606600	16	conserved Plasmodium protein, unknown function
PBANKA_0607700	16	telomere repeat-binding zinc finger protein, putative
PBANKA_0620100	16	U3 small nucleolar RNA-associated protein 7, putative
PBANKA_0703700	16	ATP-dependent RNA helicase DBP10, putative
PBANKA_0703800	16	conserved Plasmodium protein, unknown function
PBANKA_0704500	16	HECT-like E3 ubiquitin ligase, putative
PBANKA_0720500	16	conserved Plasmodium protein, unknown function
PBANKA_0800041	16	fam-a protein, pseudogene
PBANKA_0801600	16	conserved Plasmodium protein, unknown function
PBANKA_0819700	16	dihydrouridine synthase, putative
PBANKA_0827800	16	HSP90 co-chaperone p23, putative
PBANKA_0905100	16	ATP-dependent (S)-NAD(P)H-hydrate dehydratase, putative
PBANKA_0909700	16	VPS9 domain-containing protein, putative
PBANKA_0929900	16	heat shock protein 90, putative
PBANKA_0931900	16	serine esterase, putative
PBANKA_0935900	16	conserved Plasmodium protein, unknown function
PBANKA_1001000	16	conserved Plasmodium protein, unknown function
PBANKA_1009300	16	clathrin light chain, putative
PBANKA_1010700	16	queuine tRNA-ribosyltransferase, putative
PBANKA_1018800	16	conserved Plasmodium protein, unknown function
PBANKA_1025500	16	NOT family protein, putative
PBANKA_1033500	16	WD repeat-containing protein, putative
PBANKA_1116700	16	AP-2 complex subunit alpha, putative
PBANKA_1120300	16	mRNA-binding protein PUF3, putative
PBANKA_1122700	16	tyrosine kinase-like protein, putative
PBANKA_1138400	16	calpain, putative
PBANKA_1139500	16	CCR4 domain-containing protein 2, putative
PBANKA_1144300	16	ribosomal protein L1, putative
PBANKA_1144400	16	heptatricopeptide repeat-containing protein, putative
PBANKA_1144500	16	mitochondrial import inner membrane translocase subunit TIM9, putative
PBANKA_1216700	16	WD repeat-containing protein, putative
PBANKA_1228300	16	lysine-specific histone demethylase, putative
PBANKA_1301200	16	mediator of RNA polymerase II transcription subunit 31, putative
PBANKA_1304200	16	stromal-processing peptidase, putative
PBANKA_1305600	16	mitochondrial inner membrane protease ATP23, putative
PBANKA_1322300	16	zinc finger protein, putative
PBANKA_1322700	16	ATP-dependent RNA helicase DBP5, putative
PBANKA_1327000	16	DNA-directed RNA polymerase III subunit RPC4, putative
PBANKA_1327900	16	conserved Plasmodium protein, unknown function
PBANKA_1333900	16	conserved Plasmodium protein, unknown function
PBANKA_1343900	16	PUB domain-containing protein, putative
PBANKA_1347100	16	trafficking protein particle complex subunit 2, putative
PBANKA_1356000	16	AP2 domain transcription factor, putative
PBANKA_1401100	16	deoxyhypusine hydroxylase, putative
PBANKA_1401200	16	ATP-dependent RNA helicase DHR1, putative
PBANKA_1407400	16	mRNA-decapping enzyme 2, putative
PBANKA_1410700	16	conserved protein, unknown function
PBANKA_1411200	16	conserved Plasmodium protein, unknown function
PBANKA_1411600	16	methionyl-tRNA formyltransferase, putative
PBANKA_1414300	16	transcription factor MYB1, putative
PBANKA_1416800	16	conserved Plasmodium protein, unknown function
PBANKA_1422000	16	conserved protein, unknown function
PBANKA_1423200	16	AAA family ATPase, putative
PBANKA_1438400	16	conserved Plasmodium protein, unknown function
PBANKA_1449900	16	CCR4-NOT transcription complex subunit 4, putative
PBANKA_1454700	16	ribosome-binding factor A, putative
PBANKA_1458900	16	epsin-like protein, putative
PBANKA_1462700	16	THO complex subunit 2, putative
PBANKA_MIT01900	16	cytochrome b
PBANKA_0101200	17	elongation factor G, putative
PBANKA_0204800	17	secreted ookinete protein, putative
PBANKA_0307500	17	protein CERLI1, putative
PBANKA_0311000	17	protein transport protein SEC31, putative
PBANKA_0312800	17	conserved Plasmodium protein, unknown function
PBANKA_0408200	17	calcium-dependent protein kinase 3
PBANKA_0504600	17	rRNA (cytosine-C(5))-methyltransferase, putative
PBANKA_0619600	17	protein pelota homolog, putative
PBANKA_0622300	17	kelch domain-containing protein, putative
PBANKA_0714900	17	dihydrolipoyl dehydrogenase, apicoplast, putative
PBANKA_0810200	17	conserved Plasmodium protein, unknown function
PBANKA_0825300	17	conserved Plasmodium protein, unknown function
PBANKA_0834400	17	mitochondrial-processing peptidase subunit beta, putative
PBANKA_0909800	17	RNA-binding protein, putative
PBANKA_0928600	17	AP-4 complex subunit mu, putative
PBANKA_1010100	17	mitochondrial import inner membrane translocase subunit TIM17, putative
PBANKA_1015600	17	ribosomal protein L15, apicoplast, putative
PBANKA_1015800	17	conserved Plasmodium protein, unknown function
PBANKA_1020100	17	serine/threonine protein phosphatase 7
PBANKA_1110000	17	PDCD2 domain-containing protein, putative
PBANKA_1124300	17	conserved Plasmodium protein, unknown function
PBANKA_1130500	17	proteasome subunit alpha type-7, putative
PBANKA_1132200	17	RWD domain-containing protein, putative
PBANKA_1213700	17	methionine aminopeptidase 1b, putative
PBANKA_1236100	17	ribosomal large subunit pseudouridylate synthase, putative
PBANKA_1241500	17	conserved protein, unknown function
PBANKA_1242900	17	conserved protein, unknown function
PBANKA_1340000	17	dihydrofolate synthase/folylpolyglutamate synthase, putative
PBANKA_1345600	17	elongation factor Tu, putative
PBANKA_1347400	17	DNA-(apurinic or apyrimidinic site) lyase 1, putative
PBANKA_1404400	17	conserved Plasmodium protein, unknown function
PBANKA_1425200	17	sporozoite surface protein 3
PBANKA_1433100	17	conserved Plasmodium protein, unknown function
PBANKA_1433600	17	thrombospondin-related apical membrane protein
PBANKA_1446700	17	phenylalanine--tRNA ligase, putative
PBANKA_1464100	17	coronin
PBANKA_0101300	18	geranylgeranyl transferase type-2 subunit beta, putative
PBANKA_0106700	18	conserved Plasmodium protein, unknown function
PBANKA_0108500	18	ribosomal protein L19, mitochondrial, putative
PBANKA_0109000	18	conserved Plasmodium protein, unknown function
PBANKA_0417900	18	nucleoporin NUP138
PBANKA_0501900	18	conserved Plasmodium protein, unknown function
PBANKA_0511400	18	peroxiredoxin, putative
PBANKA_0622500	18	exonuclease I, putative
PBANKA_0705700	18	conserved Plasmodium protein, unknown function
PBANKA_0806600	18	cleavage and polyadenylation specificity factor, putative
PBANKA_0811500	18	conserved protein, unknown function
PBANKA_0819800	18	gamma-glutamylcysteine synthetase
PBANKA_0831900	18	nucleolar protein Nop52, putative
PBANKA_0833100	18	M18 aspartyl aminopeptidase, putative
PBANKA_0933300	18	RAP protein, putative
PBANKA_0937800	18	essential nuclear protein 1, putative
PBANKA_0939200	18	pescadillo homolog, putative
PBANKA_1005100	18	mitochondrial carrier protein, putative
PBANKA_1017000	18	CorA-like Mg2+ transporter protein, putative
PBANKA_1126000	18	E3 ubiquitin-protein ligase RNF5, putative
PBANKA_1233800	18	histone RNA hairpin-binding protein, putative
PBANKA_1234500	18	FoP domain-containing protein, putative
PBANKA_1240400	18	RNA methyltransferase, putative
PBANKA_1304900	18	cytoplasmic tRNA 2-thiolation protein 2, putative
PBANKA_1321400	18	large ribosomal subunit nuclear export factor, putative
PBANKA_1335400	18	histone deacetylase, putative
PBANKA_1343600	18	conserved protein, unknown function
PBANKA_1344000	18	DNA-directed RNA polymerase III subunit RPC1, putative
PBANKA_1401900	18	LisH domain-containing protein, putative
PBANKA_1431600	18	serpentine receptor, putative
PBANKA_1433400	18	diphthamide biosynthesis protein 3, putative
PBANKA_1435600	18	debranching enzyme-associated ribonuclease, putative
PBANKA_1443400	18	conserved Plasmodium protein, unknown function
PBANKA_1445600	18	serine/threonine protein kinase RIO1, putative
PBANKA_1453500	18	HD superfamily phosphohydrolase protein, putative
PBANKA_1457500	18	RNA polymerase II transcription factor B subunit 2, putative
PBANKA_0101400	19	SAC3 domain-containing protein, putative
PBANKA_0102200	19	trophozoite exported protein 1, putative
PBANKA_0102500	19	phenylalanine--tRNA ligase, putative
PBANKA_0107600	19	nucleoporin NUP637, putative
PBANKA_0108400	19	conserved Plasmodium protein, unknown function
PBANKA_0110100	19	conserved Plasmodium protein, unknown function
PBANKA_0212000	19	conserved Plasmodium protein, unknown function
PBANKA_0300100	19	PIR protein
PBANKA_0300800	19	octaprenyl pyrophosphate synthase, putative
PBANKA_0312200	19	conserved Plasmodium protein, unknown function
PBANKA_0315500	19	saccharopine dehydrogenase, putative, pseudogene
PBANKA_0316300	19	fam-b protein
PBANKA_0404000	19	conserved Plasmodium protein, unknown function
PBANKA_0408000	19	conserved Plasmodium protein, unknown function
PBANKA_0408100	19	50S ribosomal protein L9, apicoplast, putative
PBANKA_0410700	19	conserved Plasmodium protein, unknown function
PBANKA_0411600	19	conserved Plasmodium protein, unknown function
PBANKA_0502100	19	conserved Plasmodium protein, unknown function
PBANKA_0514600	19	tRNA N6-adenosine threonylcarbamoyltransferase, putative
PBANKA_0516900	19	S-adenosylmethionine decarboxylase/ornithine decarboxylase, putative
PBANKA_0602400	19	major facilitator superfamily domain-containing protein, putative
PBANKA_0608900	19	general transcription factor 3C polypeptide 5, putative
PBANKA_0617000	19	LEM3/CDC50 family protein, putative
PBANKA_0700541	19	PIR protein
PBANKA_0706300	19	GTP-binding protein Obg2, putative
PBANKA_0722000	19	phosphatidylinositol 4-kinase, putative
PBANKA_0801200	19	erythrocyte membrane-associated antigen, putative
PBANKA_0802500	19	protein phosphatase PPM12, putative
PBANKA_0803700	19	conserved Plasmodium protein, unknown function
PBANKA_0806700	19	conserved Plasmodium protein, unknown function
PBANKA_0812800	19	GTP-binding protein, putative
PBANKA_0814100	19	heptatricopeptide repeat-containing protein, putative
PBANKA_0817700	19	RNA-binding protein musashi, putative
PBANKA_0821100	19	CS domain protein, putative
PBANKA_0823700	19	conserved Plasmodium protein, unknown function
PBANKA_0824000	19	OTU domain-containing protein, putative
PBANKA_0831500	19	conserved Plasmodium protein, unknown function
PBANKA_0902300	19	conserved Plasmodium protein, unknown function
PBANKA_0903300	19	bicoid-interacting protein BIN3, putative
PBANKA_0913700	19	coatomer subunit delta, putative
PBANKA_0920400	19	conserved Plasmodium protein, unknown function
PBANKA_0927200	19	conserved protein, unknown function
PBANKA_0928700	19	ubiquitin-protein ligase, putative
PBANKA_0931000	19	MFS domain-containing protein P115
PBANKA_0935300	19	conserved Plasmodium protein, unknown function
PBANKA_0938100	19	tetratricopeptide repeat protein, putative
PBANKA_1001100	19	ubiquitin specific protease, putative
PBANKA_1001600	19	SET domain protein, putative
PBANKA_1003500	19	conserved protein, unknown function
PBANKA_1005500	19	AAA family ATPase, putative
PBANKA_1010300	19	dynein-related AAA-type ATPase, putative
PBANKA_1010800	19	CCR4-associated factor 16, putative
PBANKA_1011500	19	PHD finger protein PHD2, putative
PBANKA_1014400	19	acid phosphatase, putative
PBANKA_1016400	19	major facilitator superfamily domain-containing protein, putative
PBANKA_1017800	19	conserved Plasmodium protein, unknown function
PBANKA_1018400	19	protein arginine N-methyltransferase 1, putative
PBANKA_1023000	19	myosin-specific chaperone UNC, putative
PBANKA_1023300	19	YTH domain-containing protein 1, putative
PBANKA_1031300	19	rhomboid protease ROM8
PBANKA_1035800	19	pentatricopeptide repeat-containing protein 1, putative
PBANKA_1110800	19	MORN repeat protein, putative
PBANKA_1111000	19	RNA pseudouridylate synthase, putative
PBANKA_1121200	19	vacuolar transporter chaperone, putative
PBANKA_1124500	19	poly(A) polymerase PAP, putative
PBANKA_1133700	19	conserved Plasmodium protein, unknown function
PBANKA_1134500	19	conserved Plasmodium protein, unknown function
PBANKA_1135300	19	conserved Plasmodium protein, unknown function
PBANKA_1141100	19	conserved Plasmodium protein, unknown function
PBANKA_1141200	19	adenylyltransferase and sulfurtransferase UBA4, putative
PBANKA_1141300	19	aminomethyltransferase, mitochondrial
PBANKA_1142100	19	conserved Plasmodium protein, unknown function
PBANKA_1201000	19	conserved Plasmodium protein, unknown function
PBANKA_1201100	19	conserved Plasmodium protein, unknown function
PBANKA_1210600	19	rhoptry associated adhesin, putative
PBANKA_1212900	19	conserved Plasmodium protein, unknown function
PBANKA_1215400	19	conserved Plasmodium protein, unknown function
PBANKA_1218600	19	conserved protein, unknown function
PBANKA_1221600	19	cell division cycle ATPase, putative
PBANKA_1228600	19	conserved protein, unknown function
PBANKA_1244500	19	SNARE protein, putative
PBANKA_1309900	19	M17 leucyl aminopeptidase, putative
PBANKA_1316600	19	conserved protein, unknown function
PBANKA_1325600	19	valine--tRNA ligase, putative
PBANKA_1327500	19	conserved Plasmodium protein, unknown function
PBANKA_1332800	19	acetyl-CoA carboxylase
PBANKA_1337900	19	conserved Plasmodium protein, unknown function
PBANKA_1338800	19	conserved protein, unknown function
PBANKA_1339500	19	conserved Plasmodium protein, unknown function
PBANKA_1340600	19	conserved Plasmodium protein, unknown function
PBANKA_1349600	19	conserved oligomeric Golgi complex subunit 3, putative
PBANKA_1351100	19	exoribonuclease, putative
PBANKA_1351300	19	conserved Plasmodium protein, unknown function
PBANKA_1352400	19	conserved protein, unknown function
PBANKA_1359300	19	VPS13 domain-containing protein, putative
PBANKA_1365300	19	intron-binding protein aquarius, putative
PBANKA_1403600	19	protein AMR3, putative
PBANKA_1405600	19	U3 small nucleolar RNA-associated protein 6, putative
PBANKA_1406900	19	conserved Plasmodium protein, unknown function
PBANKA_1407100	19	conserved Plasmodium protein, unknown function
PBANKA_1408500	19	ATP synthase subunit O, mitochondrial, putative
PBANKA_1410300	19	M1-family alanyl aminopeptidase, putative
PBANKA_1412000	19	Clu domain-containing protein, putative
PBANKA_1413700	19	heptatricopeptide repeat-containing protein, putative
PBANKA_1422200	19	cation diffusion facilitator family protein, putative
PBANKA_1422600	19	selenoprotein, putative
PBANKA_1425400	19	proteasome activator complex subunit 4, putative
PBANKA_1433900	19	AP-2 complex subunit mu, putative
PBANKA_1437300	19	endoplasmin, putative
PBANKA_1438100	19	nucleus export protein BRR6, putative
PBANKA_1440600	19	VAC14 domain-containing protein, putative
PBANKA_1441300	19	heptatricopeptide repeat and RAP domain-containing protein, putative
PBANKA_1444200	19	conserved Plasmodium protein, unknown function
PBANKA_1444400	19	conserved Plasmodium protein, unknown function
PBANKA_1448200	19	asparagine/aspartate rich protein, putative
PBANKA_1448700	19	bromodomain protein 5, putative
PBANKA_1450000	19	tetQ family GTPase, putative
PBANKA_1452700	19	conserved Plasmodium protein, unknown function
PBANKA_1454200	19	conserved Plasmodium protein, unknown function
PBANKA_1454900	19	conserved Plasmodium protein, unknown function
PBANKA_1455400	19	sulfhydryl oxidase, putative
PBANKA_1458400	19	conserved Plasmodium protein, unknown function
PBANKA_1463000	19	osmiophilic body protein G377
PBANKA_1464700	19	tryptophan--tRNA ligase, putative
PBANKA_1465200	19	PIR protein
PBANKA_0101500	20	conserved Plasmodium protein, unknown function
PBANKA_0101800	20	SDE2 domain-containing protein, putative
PBANKA_0109400	20	succinate dehydrogenase subunit 3, putative
PBANKA_0204500	20	LCCL domain-containing protein, putative
PBANKA_0207400	20	3'-5' exonuclease, putative
PBANKA_0211900	20	cation transporting ATPase, putative
PBANKA_0303700	20	DNA repair protein RAD2, putative
PBANKA_0410800	20	ubiquitin-protein ligase, putative
PBANKA_0411950	20	conserved Plasmodium protein, unknown function
PBANKA_0415500	20	coatomer subunit beta, putative
PBANKA_0416500	20	copper-transporting ATPase
PBANKA_0417600	20	LCCL domain-containing protein
PBANKA_0418000	20	ATP-dependent RNA helicase DDX60, putative
PBANKA_0501500	20	enoyl-CoA hydratase-related protein, putative
PBANKA_0502500	20	serine/threonine protein phosphatase 8
PBANKA_0513900	20	conserved Plasmodium protein, unknown function
PBANKA_0516100	20	conserved protein, unknown function
PBANKA_0518700	20	methionine--tRNA ligase, putative
PBANKA_0520100	20	conserved Plasmodium protein, unknown function
PBANKA_0607000	20	conserved Plasmodium protein, unknown function
PBANKA_0608600	20	zinc finger protein, putative
PBANKA_0609800	20	DNA helicase MCM8, putative
PBANKA_0610000	20	ribosomal protein S18, mitochondrial, putative
PBANKA_0610100	20	lysine-specific histone demethylase 1, putative
PBANKA_0614800	20	conserved Plasmodium protein, unknown function
PBANKA_0702900	20	SET domain protein, putative
PBANKA_0713500	20	conserved Plasmodium protein, unknown function
PBANKA_0801100	20	conserved Plasmodium protein, unknown function
PBANKA_0802100	20	phosphoinositide-binding protein, putative
PBANKA_0802200	20	serine/threonine protein kinase, putative
PBANKA_0802300	20	HECT-type E3 ubiquitin ligase UT, putative
PBANKA_0802400	20	phosphopantetheine adenylyltransferase, putative
PBANKA_0803200	20	inositol-phosphate phosphatase, putative
PBANKA_0803300	20	RNA helicase, putative
PBANKA_0805000	20	RAP protein, putative
PBANKA_0807000	20	DNA-directed RNA polymerase II subunit RPB1, putative
PBANKA_0812300	20	conserved Plasmodium protein, unknown function
PBANKA_0812400	20	cysteine repeat modular protein 1
PBANKA_0819400	20	conserved Plasmodium protein, unknown function
PBANKA_0830200	20	high molecular weight rhoptry protein 2
PBANKA_0901600	20	protein farnesyltransferase subunit beta, putative
PBANKA_0908000	20	conserved Plasmodium protein, unknown function
PBANKA_0908100	20	conserved Plasmodium protein, unknown function
PBANKA_0909600	20	AP2 domain transcription factor, putative
PBANKA_0909900	20	WD repeat-containing protein, putative
PBANKA_0910700	20	conserved Plasmodium protein, unknown function
PBANKA_0913900	20	alpha/beta hydrolase, putative
PBANKA_0914100	20	conserved Plasmodium protein, unknown function
PBANKA_0914600	20	RNA (uracil-5-)methyltransferase, putative
PBANKA_0919900	20	ATP-dependent 6-phosphofructokinase, putative
PBANKA_0926500	20	peptidase M16, putative
PBANKA_0926600	20	protein GCN20, putative
PBANKA_0926800	20	conserved protein, unknown function
PBANKA_0927600	20	conserved Plasmodium protein, unknown function
PBANKA_0929700	20	haloacid dehalogenase-like hydrolase, putative
PBANKA_0937500	20	conserved Plasmodium protein, unknown function
PBANKA_0938600	20	casein kinase 2, alpha subunit
PBANKA_0940100	20	pseudo-tyrosine kinase-like protein
PBANKA_0942700	20	chromatin remodeling protein, putative
PBANKA_1003400	20	lysine decarboxylase, putative
PBANKA_1005400	20	protein CINCH, putative
PBANKA_1006600	20	conserved Plasmodium protein, unknown function
PBANKA_1006900	20	methyltransferase, putative
PBANKA_1008700	20	conserved Plasmodium protein, unknown function
PBANKA_1008900	20	conserved Plasmodium protein, unknown function
PBANKA_1009000	20	GTPase Era, putative
PBANKA_1009200	20	conserved Plasmodium protein, unknown function
PBANKA_1013400	20	surface-related antigen SRA, putative
PBANKA_1017100	20	DNA mismatch repair protein MSH2, putative
PBANKA_1019300	20	enoyl-CoA hydratase, putative
PBANKA_1023800	20	conserved Plasmodium protein, unknown function
PBANKA_1025100	20	conserved Plasmodium protein, unknown function
PBANKA_1025400	20	cysteine protease ATG4, putative
PBANKA_1026600	20	protein SEY1, putative
PBANKA_1028200	20	atypical protein kinase, ABC-1 family, putative
PBANKA_1031500	20	conserved Plasmodium protein, unknown function
PBANKA_1033400	20	aldo-keto reductase, putative
PBANKA_1033800	20	conserved protein, unknown function
PBANKA_1036800	20	DNA mismatch repair protein, putative
PBANKA_1038900	20	condensin complex subunit 1, putative
PBANKA_1039100	20	conserved Plasmodium protein, unknown function
PBANKA_1040200	20	PIR protein
PBANKA_1106100	20	conserved Plasmodium protein, unknown function
PBANKA_1106800	20	subtilisin-like protease 3, putative
PBANKA_1109400	20	phosphatidylinositol 4-kinase, putative
PBANKA_1109700	20	conserved protein, unknown function
PBANKA_1120600	20	conserved Plasmodium protein, unknown function
PBANKA_1124200	20	DNA polymerase 1, putative
PBANKA_1126800	20	HECT-domain (ubiquitin-transferase), putative
PBANKA_1127400	20	conserved Plasmodium protein, unknown function
PBANKA_1128600	20	cullin-like protein, putative
PBANKA_1129400	20	conserved protein, unknown function
PBANKA_1132400	20	conserved Plasmodium protein, unknown function
PBANKA_1134000	20	U3 small nucleolar RNA-associated protein 21, putative
PBANKA_1135900	20	conserved Plasmodium protein, unknown function
PBANKA_1136600	20	conserved Plasmodium protein, unknown function
PBANKA_1139700	20	protein AMR1, putative
PBANKA_1144700	20	DNA repair endonuclease XPF, putative
PBANKA_1201200	20	DnaJ protein, putative
PBANKA_1206300	20	PHD finger protein PHD1, putative
PBANKA_1207800	20	metalloprotease, putative
PBANKA_1208200	20	kinesin-4, putative
PBANKA_1212000	20	conserved Plasmodium protein, unknown function
PBANKA_1213300	20	protein KIC8, putative
PBANKA_1219300	20	heat shock protein 110, putative
PBANKA_1219600	20	cg1 protein, putative
PBANKA_1224900	20	conserved Plasmodium protein, unknown function
PBANKA_1227700	20	inositol 5-phosphatase, putative
PBANKA_1228500	20	sentrin-specific protease 2, putative
PBANKA_1231100	20	tRNA pseudouridine synthase, putative
PBANKA_1231600	20	AP2 domain transcription factor AP2-O2
PBANKA_1232300	20	UTP--glucose-1-phosphate uridylyltransferase, putative
PBANKA_1234300	20	CCR4 domain-containing protein 1, putative
PBANKA_1236300	20	ATP-dependent RNA helicase DDX1, putative
PBANKA_1237100	20	conserved Plasmodium protein, unknown function
PBANKA_1238500	20	conserved Plasmodium protein, unknown function
PBANKA_1245100	20	conserved Plasmodium protein, unknown function
PBANKA_1245500	20	conserved Plasmodium protein, unknown function
PBANKA_1300700	20	LCCL domain-containing protein
PBANKA_1301100	20	conserved Plasmodium protein, unknown function
PBANKA_1302400	20	cleavage and polyadenylation specificity factor subunit 3, putative
PBANKA_1303000	20	DEAD/DEAH box helicase, putative
PBANKA_1306600	20	conserved Plasmodium protein, unknown function
PBANKA_1306800	20	Sec7 domain-containing protein ARFGEF, putative
PBANKA_1306900	20	serine/threonine protein kinase, putative
PBANKA_1308400	20	eukaryotic translation initiation factor 2-alpha kinase 1, putative
PBANKA_1313300	20	conserved protein, unknown function
PBANKA_1313900	20	conserved Plasmodium protein, unknown function
PBANKA_1314900	20	conserved Plasmodium protein, unknown function
PBANKA_1315300	20	LCCL domain-containing protein
PBANKA_1315800	20	leucine-rich repeat protein
PBANKA_1316300	20	conserved Plasmodium protein, unknown function
PBANKA_1316800	20	dynactin subunit 4, putative
PBANKA_1316900	20	conserved Plasmodium protein, unknown function
PBANKA_1317100	20	gamma-tubulin complex component, putative
PBANKA_1319500	20	LCCL domain-containing protein
PBANKA_1320200	20	STAG domain-containing protein, putative
PBANKA_1322000	20	alpha/beta hydrolase, putative
PBANKA_1323200	20	conserved Plasmodium protein, unknown function
PBANKA_1323500	20	rhoptry protein, putative
PBANKA_1324800	20	conserved Plasmodium protein, unknown function
PBANKA_1325500	20	conserved Plasmodium protein, unknown function
PBANKA_1333300	20	conserved Plasmodium protein, unknown function
PBANKA_1344100	20	myosin F
PBANKA_1356100	20	conserved Plasmodium protein, unknown function
PBANKA_1356800	20	conserved Plasmodium protein, unknown function
PBANKA_1361100	20	elongation factor Tu, putative
PBANKA_1362100	20	tyrosine kinase-like protein, putative
PBANKA_1400041	20	fam-b protein
PBANKA_1402800	20	conserved Plasmodium protein, unknown function
PBANKA_1403500	20	MCL1 domain-containing protein, putative
PBANKA_1403800	20	translational activator GCN1, putative
PBANKA_1405800	20	ATP-dependent RNA helicase DBP6, putative
PBANKA_1406400	20	tripartite motif protein, putative
PBANKA_1408200	20	vacuolar protein sorting-associated protein 18, putative
PBANKA_1409700	20	alternative splicing regulator, putative
PBANKA_1414600	20	inositol polyphosphate kinase, putative
PBANKA_1416100	20	conserved Plasmodium protein, unknown function
PBANKA_1418100	20	ACDC domain-containing protein, putative
PBANKA_1418200	20	protein phosphatase PP2A regulatory subunit A, putative
PBANKA_1420500	20	conserved Plasmodium protein, unknown function
PBANKA_1421900	20	GTP-binding translation elongation factor, putative
PBANKA_1422100	20	drug/metabolite transporter DMT1, putative
PBANKA_1425500	20	conserved protein, unknown function
PBANKA_1426200	20	CCR4-associated factor 1, putative
PBANKA_1427300	20	ABC1 family, putative
PBANKA_1428000	20	conserved protein, unknown function
PBANKA_1433800	20	symplekin domain-containing protein, putative
PBANKA_1434700	20	clathrin heavy chain, putative
PBANKA_1434800	20	aminophospholipid-transporting P-ATPase, putative
PBANKA_1435400	20	conserved Plasmodium protein, unknown function
PBANKA_1435500	20	conserved Plasmodium protein, unknown function
PBANKA_1436200	20	histone-lysine N-methyltransferase, H3 lysine-4 specific, putative
PBANKA_1437000	20	conserved protein, unknown function
PBANKA_1451700	20	conserved Plasmodium protein, unknown function
PBANKA_1454000	20	DNA gyrase subunit B, putative
PBANKA_1454800	20	RNA-binding protein, putative
PBANKA_1464900	20	rhoptry neck protein 3, putative
PBANKA_0101600	21	JmjC domain-containing protein, putative
PBANKA_0105900	21	uroporphyrinogen III decarboxylase
PBANKA_0106900	21	heptatricopeptide repeat-containing protein, putative
PBANKA_0108000	21	mitochondrial cardiolipin synthase, putative
PBANKA_0111800	21	AP-3 complex subunit beta, putative
PBANKA_0200700	21	fam-b protein
PBANKA_0211700	21	conserved Plasmodium protein, unknown function
PBANKA_0302000	21	conserved Plasmodium protein, unknown function
PBANKA_0302300	21	aspartate aminotransferase, putative
PBANKA_0302600	21	3'-5' exonuclease, putative
PBANKA_0304200	21	DNA-directed RNA polymerase III subunit RPC10, putative
PBANKA_0415300	21	exoribonuclease II, putative
PBANKA_0502800	21	tRNA wybutosine-synthesizing protein, putative
PBANKA_0509500	21	conserved protein, unknown function
PBANKA_0515400	21	protein GEXP15
PBANKA_0521600	21	holo-[acyl-carrier-protein] synthase, putative
PBANKA_0611300	21	conserved Plasmodium protein, unknown function
PBANKA_0614400	21	conserved Plasmodium protein, unknown function
PBANKA_0616800	21	actin-related protein, putative
PBANKA_0619800	21	zinc finger protein, putative
PBANKA_0622600	21	conserved Plasmodium protein, unknown function
PBANKA_0713600	21	conserved protein, unknown function
PBANKA_0716200	21	calmodulin-like protein, putative
PBANKA_0718500	21	repressor of RNA polymerase III transcription MAF1, putative
PBANKA_0719900	21	cdc2-related protein kinase 1
PBANKA_0808300	21	E3 ubiquitin-protein ligase, putative
PBANKA_0810400	21	GDP-fucose protein O-fucosyltransferase 2
PBANKA_0814700	21	conserved Plasmodium protein, unknown function
PBANKA_0814900	21	arginine--tRNA ligase, putative
PBANKA_0817500	21	ubiquitin fusion degradation protein 1, putative
PBANKA_0823900	21	DNA-directed RNA polymerase II subunit RPB3, putative
PBANKA_0831400	21	conserved Plasmodium protein, unknown function
PBANKA_0905700	21	DNA-directed RNA polymerases I and III subunit RPAC1, putative
PBANKA_0909300	21	adrenodoxin reductase, putative
PBANKA_0910400	21	conserved protein, unknown function
PBANKA_0920300	21	conserved Plasmodium protein, unknown function
PBANKA_0922300	21	threonine--tRNA ligase, putative
PBANKA_1000900	21	conserved Plasmodium protein, unknown function
PBANKA_1004600	21	conserved Plasmodium protein, unknown function
PBANKA_1036100	21	tubby domain-containing protein, putative
PBANKA_1100821	21	fam-a protein, pseudogene
PBANKA_1111400	21	inositol-3-phosphate synthase, putative
PBANKA_1131800	21	histone-lysine N-methyltransferase, putative
PBANKA_1134800	21	zinc finger protein, putative
PBANKA_1143500	21	ribosome biogenesis protein MRT4, putative
PBANKA_1203800	21	DnaJ protein, putative
PBANKA_1213900	21	nucleotidyltransferase, putative
PBANKA_1221800	21	conserved Plasmodium protein, unknown function
PBANKA_1222100	21	regulator of chromosome condensation, putative
PBANKA_1228000	21	1-cys peroxiredoxin, putative
PBANKA_1228100	21	AP2 domain transcription factor, putative
PBANKA_1230000	21	GPI-anchored wall transfer protein 1, putative
PBANKA_1231400	21	sporozoite surface antigen MB2, putative
