cluster_id	target	count_both	count_only_cluster	count_only_target	count_none	p.value	odds.ratio	fdr
2	Cotranslational cleavage of N-terminal methionine residues and N-terminal acetylation	0	281	10	3522	1	0	1
2	Pyruvate metabolism	0	281	17	3515	0.631288726250086	0	1
2	Chaperone-assisted protein folding	3	278	68	3464	0.487078836507842	0.549809383906663	1
2	Sphingomyelin and ceramide metabolism	2	279	16	3516	0.38710417648731	1.5750246164781	1
2	Generation of polyphosphates	1	280	13	3519	1	0.966766239249692	1
2	Cleavage and polyadenylation of pre-mRNA	0	281	15	3517	0.62081066966669	0	1
2	Protein factors in pre-mRNA 3�-end processing	0	281	18	3514	0.638396468525932	0	1
2	Oxidative protein folding in the endoplasmic reticulum	0	281	9	3523	1	0	1
2	Transporters of the mitochondrial and apicoplast membranes	1	280	29	3503	0.722026743933651	0.431471334111928	1
2	Phosphatases of Plasmodium falciparum and their timed expression	2	279	39	3493	0.766087266046356	0.642068554117598	1
2	Transporters of the ER/Golgi and digestive vacuole membranes	6	275	24	3508	0.0199817027073831	3.18752004660466	0.272811410433455
2	CCR4 � NOT complex	0	281	18	3514	0.638396468525932	0	1
2	Encoded proteins that could be constituents of P-bodies	1	280	42	3490	0.369941886632763	0.296826876294183	1
2	Isoprenoids metabolism	1	280	13	3519	1	0.966766239249692	1
2	Rab and other proteins involved in intracellular traffic	0	281	16	3516	0.625350025876754	0	1
2	Rab proteins	0	281	13	3519	0.616999658040064	0	1
2	Endosome maturation	0	281	12	3520	1	0	1
2	Rab cycle	1	280	42	3490	0.369941886632763	0.296826876294183	1
2	Molecular markers of resistance to antimalarial drugs	0	281	12	3520	1	0	1
2	ATP synthase complex	3	278	17	3515	0.178966218184529	2.23060450373948	0.884692610582143
2	DNA mismatch repair system	1	280	24	3508	1	0.522119997177224	1
2	Base excision repair of AP sites	1	280	36	3496	0.519639777825325	0.346888180156767	1
2	Actin and filaments	4	277	24	3508	0.146918657072621	2.11014499796276	0.835313724489376
2	A model for UbpX function in the regulation of PCNA deubiquitylation	1	280	15	3517	1	0.837408629553831	1
2	Model for translesion DNA synthesis	1	280	11	3521	0.601482534960384	1.14313863436531	1
2	Model of the Ube2w/CHIP/Ataxin-3 Ubiquitination Cycle	3	278	19	3513	0.217814342542616	1.99480000728779	0.971451967740069
2	Phosphatidylcholine metabolism	1	280	12	3520	1	1.04762207633694	1
2	Components of the linear motor responsible for merozoite motility in invasion	3	278	31	3501	0.736164784382692	1.2186583347844	1
2	Parasite encoded proteins associated with the membrane of infected erythrocytes	2	279	32	3500	1	0.78408038328132	1
2	Large Tethering Complexes that Act in the Secretory and Endocytic Pathways	0	281	35	3497	0.107917407891216	0	0.74194912251237
2	Asparagine and Aspartate metabolism	0	281	8	3524	1	0	1
2	Biosynthesis of Fe-S proteins in the apicoplast	0	281	14	3518	0.617930023243205	0	1
2	Methionine and Polyamine metabolism	1	280	18	3514	1	0.697257363604836	1
2	Signal recognition particle-mediated targeting of membrane and secretory proteins	0	281	12	3520	1	0	1
2	Karyopherin/exportin-mediated nuclear export pathways	0	281	18	3514	0.638396468525932	0	1
2	tRNA modifications	1	280	42	3490	0.369941886632763	0.296826876294183	1
2	Schematic depiction of pseudouridylation	0	281	15	3517	0.62081066966669	0	1
2	The HSP70 chaperone cycle	1	280	6	3526	0.415093147441118	2.09825139300675	1
2	Organization of chaperone pathways in the cytosol	1	280	29	3503	0.722026743933651	0.431471334111928	1
2	The ATG autophagic pathway	0	281	13	3519	0.616999658040064	0	1
2	Glutamate metabolism	0	281	14	3518	0.617930023243205	0	1
2	Glycolysis	4	277	24	3508	0.146918657072621	2.11014499796276	0.835313724489376
2	Model for metabolic compartmentalization of PI biosynthesis	1	280	11	3521	0.601482534960384	1.14313863436531	1
2	Shikimate biosynthesis	0	281	5	3527	1	0	1
2	CoA biosynthesis	0	281	8	3524	1	0	1
2	Utilization of phospholipids	1	280	25	3507	1	0.501095896673897	1
2	Structure and processing of pre rRNA	0	281	25	3507	0.25403446376529	0	0.993854130169466
2	Bulk mRNA transport through the nuclear pore	0	281	4	3528	1	0	1
2	Posttranslational translocation in eukaryotes	0	281	27	3505	0.258833226991692	0	0.995802991004494
2	SRP independent translocation of GPI anchored proteins	1	280	8	3524	0.498283613799382	1.57297032684157	1
2	Proteasome-mediated proteolysis of ubiquinated proteins	2	279	36	3496	1	0.696169260412029	1
2	Aminosugars metabolism	0	281	8	3524	1	0	1
2	Quality control in mRNA biogenesis	0	281	22	3510	0.402521673629187	0	1
2	Leucine_ Isoleucine and Valine metabolism	0	281	11	3521	1	0	1
2	Classical COPII-mediated vesicular transport	1	280	24	3508	1	0.522119997177224	1
2	Characteristics of Plasmodium falciparum export proteins that remodel infected erythrocyte	2	279	9	3523	0.192016266321988	2.80470679562276	0.900647937521626
2	Maturation of snRNAs requires nuclear and cytoplasmic regulatory steps	0	281	14	3518	0.617930023243205	0	1
2	Assisted assembly of Sm-class snRNPs	0	281	11	3521	1	0	1
2	Lysine metabolism	0	281	5	3527	1	0	1
2	Mitochondrial division	0	281	4	3528	1	0	1
2	Import and export through the nuclear pore	0	281	24	3508	0.25384101795852	0	0.993854130169466
2	Putative SUMO substrates	0	281	21	3511	0.397647968766825	0	1
2	RNA polymerase I transcribes rRNA	1	280	8	3524	0.498283613799382	1.57297032684157	1
2	Lipoic acid metabolism	1	280	5	3527	0.368479753916147	2.5183433367237	1
2	Acetyl-CoA production in the mitochondrion	0	281	6	3526	1	0	1
2	Mitochondrial antioxidant system	1	280	13	3519	1	0.966766239249692	1
2	Chaperone network and protein quality control of the mitochondrion	1	280	35	3497	0.516185273309406	0.356900271614146	1
2	Proteome of the parasitophorous vacuole	4	277	20	3512	0.095504305540235	2.53482295005636	0.69955161028924
2	Proteins with ER retention sequences	0	281	12	3520	1	0	1
2	Phosphatidylinositol 3-kinase (PI3K)-controlled endocytosis of host cell hemoglobin	0	281	3	3529	1	0	1
2	SCF (Skp1-Cullin-F-box) ubiquitin-ligase	0	281	16	3516	0.625350025876754	0	1
2	Interactions between modified host cell membrane and endothelial cell	0	281	3	3529	1	0	1
2	Rosette formation between normal and infected RBC	0	281	3	3529	1	0	1
2	Domains of merozoite surface proteins	1	280	6	3526	0.415093147441118	2.09825139300675	1
2	Nitrogen metabolism	0	281	9	3523	1	0	1
2	RNA polymerase III transcribes tRNA and 5S rRNA	1	280	13	3519	1	0.966766239249692	1
2	The Atg8 and Atg12 ubiquitin-like conjugation systems	0	281	7	3525	1	0	1
2	Structure of the nuclear pore	0	281	4	3528	1	0	1
2	Biogenesis of cytochrome oxidase	0	281	20	3512	0.394417939282742	0	1
2	Protein N-terminal acetylation	0	281	9	3523	1	0	1
2	Mannose and Fructose metabolism	0	281	7	3525	1	0	1
2	tRNA-wybutosine biosynthesis	0	281	4	3528	1	0	1
2	Modification of the wobble position uridine (U34) in Lys_ Glu_ Gln_ Leu and Arg tRNAs	0	281	6	3526	1	0	1
2	Anaphase promoting complex ubiquitin-ligase	2	279	8	3524	0.164729265560328	3.15616061071124	0.861058481992835
2	Lsm proteins and RNA processing	1	280	10	3522	0.569678102220784	1.25777229715745	1
2	Glycosylphosphatidylinositol (GPI) anchor biosynthesis	0	281	14	3518	0.617930023243205	0	1
2	Exported parasite proteins associated with Maurer�s clefts	0	281	4	3528	1	0	1
2	Translocon of exported proteins (PTEX)	0	281	6	3526	1	0	1
2	Post-translational modification �SUMOylation	1	280	8	3524	0.498283613799382	1.57297032684157	1
2	Activation of eiF5A	0	281	3	3529	1	0	1
2	Involvement of GTP-binding proteins and ribosomes in amino acid shortage	1	280	4	3528	0.318165835813067	3.14846075426899	1
2	Different kinesins with different roles	1	280	4	3528	0.318165835813067	3.14846075426899	1
2	Catabolism of polyphosphates	0	281	8	3524	1	0	1
2	Glycine and Serine metabolism	0	281	10	3522	1	0	1
2	Pathways of peptide export from the mitochondrion	0	281	5	3527	1	0	1
2	Role of perforin 1 in merozoite egress	0	281	5	3527	1	0	1
2	Models for ubiquitin (Ub) chain amputation and trimming in regulating proteasomal degradation	2	279	13	3519	0.304324770707596	1.94004499333236	1
2	14-3-3 protein	0	281	3	3529	1	0	1
2	Roles of rhoptry neck proteins during invasion	1	280	3	3529	0.263858749606568	4.19858708474758	1
2	Folate biosynthesis	0	281	11	3521	1	0	1
2	Telomerase and some telomerase associated proteins	0	281	8	3524	1	0	1
2	Nicotinate and nicotinamide metabolism	1	280	5	3527	0.368479753916147	2.5183433367237	1
2	ER-to Golgi_ translocation and quality control	0	281	15	3517	0.62081066966669	0	1
2	One-carbon enzyme systems serine hydroxymethyltransferase and glycine-cleavage complex	0	281	9	3523	1	0	1
2	Transcription in prokaryotes	0	281	3	3529	1	0	1
2	Various features of C/D and H/ACA snoRNAs	0	281	6	3526	1	0	1
2	Merozoite egress	1	280	2	3530	0.205242798526785	6.29761827136947	0.927752920367698
2	Riboflavin metabolism	0	281	3	3529	1	0	1
2	Post-translational modification of elongation factor 2	0	281	5	3527	1	0	1
2	Replication in prokaryotes � a model for apicoplast and mitochondion DNA replication	0	281	10	3522	1	0	1
2	Structure of telomere and sub-telomeric regions	0	281	1	3531	1	0	1
2	Model of reaction schemes showing possible ADP-ribosylation and deacetylation outcomes of the sirtuin reaction	0	281	2	3530	1	0	1
3	FALSE	346	287	913	2267	6.37100702579905e-35	2.99246195164477	4.43969363618824e-32
3	Genes coding for components involved in ribosome assembly	13	620	119	3061	0.0320260226378728	0.539424429160553	0.373698996710527
3	mRNA degradation	3	630	26	3154	0.46060016001092	0.577727780497708	1
3	Splicing of pre-mRNA	6	627	100	3080	0.00126870994807675	0.294797989121481	0.0344094711593249
3	RNA Degradation Factors	6	627	33	3147	1	0.912619522477292	1
3	Phosphoproteome - Treeck et al 2011	72	561	782	2398	1.47507784029926e-14	0.393641102406992	2.2772932503697e-12
3	Phosphoproteome - Pease et al 2013	57	576	542	2638	1.19361411031553e-07	0.481723180540749	1.08890159972876e-05
3	S-nitrosylated proteins	14	619	233	2947	1.9292256763844e-07	0.286122446318457	1.68345910108847e-05
3	S-Glutathionylated proteins	23	610	272	2908	6.35646894573507e-06	0.403170725778721	0.000364498090688294
3	Transcription related proteins encoding genes	27	606	142	3038	0.915836276870757	0.953212061566771	1
3	Translation in prokaryotes � a template for apicoplast and mitochondrion	5	628	43	3137	0.328626067258785	0.580912246685122	1
3	Nuclear genes with apicoplast signal sequences	32	601	198	2982	0.274075943459987	0.801941156029543	1
3	Terpenoid metabolism	3	630	10	3170	0.463434579449076	1.50933466284459	1
3	N-myristoylation_ S-acylation and prenylation of proteins	3	630	17	3163	1	0.886030605179594	1
3	Proteins of detergent-resistant membranes	8	625	97	3083	0.0108410799566052	0.406896116075364	0.187569374766436
3	Genes coding for transport proteins	24	609	108	3072	0.633647985140037	1.12095933447148	1
3	Chromatin modifying proteins	3	630	28	3152	0.464726483829759	0.536128791485136	1
3	Histone lysine methylation	3	630	13	3167	0.739232391619975	1.1599926936298	1
3	Plasmodium falciparum chromatin landscape	3	630	15	3165	1	1.00476074657601	1
3	Topogenesis of the Rieske FeS protein	0	633	10	3170	0.385158537544699	0	1
3	Nuclear genes with mitochondrial signal sequences	31	602	239	2941	0.0174658870686616	0.633744094760893	0.242116461498371
3	Porphyrin metabolism	3	630	14	3166	0.753576784861212	1.07686671100018	1
3	Pyrimidine metabolism	4	629	17	3163	0.767664839250511	1.18311982623587	1
3	Mitochondrial electron flow	2	631	22	3158	0.409737309959785	0.455052969434907	1
3	Phosphoproteome - Lasonder et al 2011	49	584	457	2723	2.56475990292367e-06	0.499996341440112	0.000166047520166704
3	Established and putative Maurer�s clefts proteins	4	629	45	3135	0.123853419278353	0.44309969191461	0.771826303741559
3	The acidocalcisome	7	626	29	3151	0.651753361946852	1.21490226542661	1
3	ATP-dependent chromatin remodeling complexes	4	629	30	3150	0.642489194966434	0.66779048258843	1
3	Phenylalanine and Tyrosine metabolism	2	631	7	3173	0.650104516146614	1.43656580295851	1
3	Modification of proteins by adenylylation and ADP-ribosylation	7	626	41	3139	0.846181162638447	0.856146623431363	1
3	Protein biosynthesis	4	629	51	3129	0.0669552606605987	0.390229136255073	0.567000878252412
3	DNA binding proteins with AP2 domain(s)	5	628	14	3166	0.22763824987567	1.80016508218172	0.99037136475191
3	Heterochromatin structure of the telomeric and subtelomeric regions	1	632	4	3176	0.596749740996402	1.25624751976677	1
3	Total palmitome of Plasmodium falciparum	24	609	285	2895	3.18551537455117e-06	0.40037112097639	0.000188039098727182
3	Ribosomal structure	10	623	135	3045	0.000848416957130784	0.362112788271927	0.0254145198949475
3	Glyoxalase metabolism	1	632	5	3175	1	1.00474568166341	1
3	The phosphoproteome of Plasmodium falciparum infected RBCs	30	603	284	2896	0.000256710837004015	0.507414098346642	0.00936761181576469
3	Proteins involved in steps during passage through prophase	1	632	20	3160	0.234838778488889	0.250055784028594	0.993854130169466
3	Protein phosphorylation	8	625	69	3111	0.163785343689218	0.577186486743386	0.861058481992835
3	Protein kinase coding genes	11	622	73	3107	0.459284012746592	0.752750558717296	1
3	Pre-replicative complex formation and transition to replication	2	631	18	3162	0.559100398125457	0.55686127772755	1
3	Dolichol metabolism	1	632	5	3175	1	1.00474568166341	1
3	Purine metabolism	1	632	32	3148	0.0325699546034867	0.155696911974522	0.376783979987521
3	Double strand break repair and homologous recombination	1	632	10	3170	1	0.501657077071772	1
3	Genes involved in excision-repair	10	623	68	3112	0.442796680836799	0.734641451942231	1
3	Genes coding for enzymes/proteins involved in DNA replication	7	626	51	3129	0.47578017405178	0.686117327778856	1
3	Fatty acids elongation in the endoplasmic reticulum	2	631	10	3170	1	1.00475320218204	1
3	Fatty acid synthesis in the apicoplast	3	630	25	3155	0.608877778042844	0.601022768216976	1
3	Genes coding for components of the proteasome degradation machinery & their timed transcription	5	628	99	3081	0.000414341365195678	0.247836319935255	0.0143376399990987
3	Subcellular location of adaptor proteins	2	631	23	3157	0.414736613321101	0.435126831551763	1
3	Classical COPI-mediated vesicular transport	1	632	29	3151	0.0484073557336047	0.171966138669034	0.47391981930412
3	Genes coding for protein traffic related proteins	7	626	53	3127	0.382215623515297	0.659809730801163	1
3	Thioredoxin_ Glutaredoxin and Peroxiredoxin	4	629	20	3160	1	1.0047683149592	1
3	Redox Metabolism	6	627	29	3151	0.822830006969746	1.03975716610892	1
3	Initiation of translation	4	629	38	3142	0.296056320210403	0.525888815863953	1
3	Quality control mechanisms during ribosome maturation	0	633	12	3168	0.236286987445768	0	0.993854130169466
3	Signaling machinery in malaria parasites	0	633	17	3163	0.0945162162778804	0	0.69955161028924
3	Ubiquinone metabolism	0	633	7	3173	0.608672545306944	0	1
3	Import of proteins into the mitochondrion	2	631	23	3157	0.414736613321101	0.435126831551763	1
3	Peptidases and proteases	11	622	101	3079	0.0526970033450505	0.539203344562787	0.489642989414428
3	Genes coding for chaperones and their regulators	9	624	93	3087	0.030599001702732	0.478831350530377	0.3612482142199
3	Centrosome proteins	4	629	71	3109	0.00460731678517344	0.278525181113052	0.0943559672228887
3	Tubulin and microtubules	1	632	23	3157	0.162414040635057	0.217236026641611	0.861058481992835
3	Proteins targeted by the thioredoxin superfamily enzymes	2	631	36	3144	0.0758734884588723	0.276868443543285	0.61651049124274
3	Arginine and proline metabolism	0	633	6	3174	0.597808696508491	0	1
3	Pyridoxal phosphate (Vitamin B6) metabolism	4	629	18	3162	0.77567506214777	1.11711615027199	1
3	Transporters of the plasma membrane	10	623	51	3129	1	0.984801157228729	1
3	Mitochondrial TCA cycle	1	632	17	3163	0.339683480781935	0.29445779386537	1
3	Possible paths for apoptosis	3	630	17	3163	1	0.886030605179594	1
3	Phosphatidylethanolamine and phosphatidylserine metabolism	3	630	28	3152	0.464726483829759	0.536128791485136	1
3	Structure and organization of centromeric chromatin	0	633	11	3169	0.229523116025596	0	0.990651384652411
3	Chaperone-mediated modulation of nucleosome-histone interactions	0	633	13	3167	0.144139375651289	0	0.835313724489376
3	Acetylation recognition by the bromodomain and other modules	0	633	12	3168	0.236286987445768	0	0.993854130169466
3	Putative organization of the kinetochore	1	632	34	3146	0.0217266550105805	0.146445697381267	0.283151926014513
3	Plasmodium falciparum histone acetylation and methylation	0	633	7	3173	0.608672545306944	0	1
3	Histone acetylation	2	631	22	3158	0.409737309959785	0.455052969434907	1
3	Protein arginine methylation	0	633	10	3170	0.385158537544699	0	1
3	Nucleosome assembly and regulation	3	630	35	3145	0.188880572595825	0.427959559593759	0.897521414984889
3	Compartmentalization of transcription site in the nucleus	0	633	4	3176	1	0	1
3	Pentose Phosphate Cycle	1	632	8	3172	1	0.627441140121287	1
3	Thiamine metabolism	0	633	15	3165	0.153450537486084	0	0.857303877730102
3	RNA polymerase II transcribes mRNA	3	630	35	3145	0.188880572595825	0.427959559593759	0.897521414984889
3	tRNA thiolation	0	633	7	3173	0.608672545306944	0	1
3	Genes coding for GPI-anchored membrane proteins	1	632	24	3156	0.10657417703297	0.208119292182026	0.74194912251237
3	Subcellular localization of proteins involved in invasion	2	631	37	3143	0.0517764789490559	0.269300587333539	0.487865696012935
3	Functional annotation of merozoite invasion-related proteins	1	632	41	3139	0.0102799250267098	0.121173768880496	0.180830300580267
3	Maturation and export of 60S and 40S ribosomal subunits	6	627	81	3099	0.0123623045151589	0.366183456988292	0.196913850491459
3	Pre-ribosomal particles along the 60S assembly pathway	1	632	23	3157	0.162414040635057	0.217236026641611	0.861058481992835
3	Structure of the mitotic centrosome	1	632	29	3151	0.0484073557336047	0.171966138669034	0.47391981930412
3	Centriole proteins	0	633	19	3161	0.0586832169163439	0	0.521138125447355
3	Classical clathrin-mediated vesicular transport	3	630	35	3145	0.188880572595825	0.427959559593759	0.897521414984889
3	Molecular model of vesicle exocytosis	3	630	15	3165	1	1.00476074657601	1
3	Molecular motor prototypes	7	626	34	3146	0.835506370673626	1.03466886246179	1
3	Genes coding for Fe-S containing proteins	1	632	16	3164	0.337035537433171	0.31295823635241	1
3	Maturation of cytosolic and nuclear Fe-S proteins	0	633	14	3166	0.146013636044483	0	0.835313724489376
3	Nucleotide excision repair	3	630	26	3154	0.46060016001092	0.577727780497708	1
3	DNA Replication	8	625	30	3150	0.508507656379392	1.34388410721809	1
3	Kinetochores power chromosome movements in mitosis	3	630	36	3144	0.191099297419337	0.415941200077801	0.900319929391103
3	Regulation of spindle microtubule dynamics	4	629	41	3139	0.224420327841769	0.486950285035409	0.987744732408839
3	Control of the mitotic spindle organization by kinesins	1	632	9	3171	1	0.557562275818358	1
3	Control of microtubule assembly	2	631	19	3161	0.559422606963188	0.527391122914671	1
3	Pre-ribosomal particles along the 40S assembly pathway	1	632	14	3166	0.490191404387069	0.357886946163414	1
3	Transcription and processing of snRNAs	0	633	21	3159	0.0368131544704807	0	0.414064143172241
3	Proteins containing histone post translational modification-binding modules	2	631	23	3157	0.414736613321101	0.435126831551763	1
3	Histone chaperones	1	632	24	3156	0.10657417703297	0.208119292182026	0.74194912251237
3	Phosphoinositides and membrane traffic	3	630	20	3160	1	0.752433097863961	1
3	Calcium � calmodulin activation of protein kinases	3	630	17	3163	1	0.886030605179594	1
3	Inositol Phosphate metabolism	2	631	22	3158	0.409737309959785	0.455052969434907	1
3	The structures of RNA polymerases	2	631	19	3161	0.559422606963188	0.527391122914671	1
3	Mechanism of Fe�S-protein biogenesis	2	631	17	3163	0.75659383273385	0.589797891483162	1
3	Selenocysteine biosynthesis	0	633	10	3170	0.385158537544699	0	1
3	Cotranslational cleavage of N-terminal methionine residues and N-terminal acetylation	0	633	10	3170	0.385158537544699	0	1
3	Pyruvate metabolism	0	633	17	3163	0.0945162162778804	0	0.69955161028924
3	Chaperone-assisted protein folding	3	630	68	3112	0.00204949294332402	0.217978753628934	0.0506036334844748
3	Sphingomyelin and ceramide metabolism	4	629	14	3166	0.523082467618809	1.43795393118627	1
3	Generation of polyphosphates	1	632	13	3167	0.489114293204813	0.385534744664119	1
3	Cleavage and polyadenylation of pre-mRNA	0	633	15	3165	0.153450537486084	0	0.857303877730102
3	Protein factors in pre-mRNA 3�-end processing	0	633	18	3162	0.0577495835440216	0	0.518301869903715
3	Oxidative protein folding in the endoplasmic reticulum	0	633	9	3171	0.371334965821572	0	1
3	Transporters of the mitochondrial and apicoplast membranes	3	630	27	3153	0.46120191783685	0.556158064172212	1
3	Phosphatases of Plasmodium falciparum and their timed expression	6	627	35	3145	1	0.85990965618174	1
3	Transporters of the ER/Golgi and digestive vacuole membranes	1	632	29	3151	0.0484073557336047	0.171966138669034	0.47391981930412
3	CCR4 � NOT complex	4	629	14	3166	0.523082467618809	1.43795393118627	1
3	Encoded proteins that could be constituents of P-bodies	7	626	36	3144	1	0.976574164413386	1
3	Isoprenoids metabolism	1	632	13	3167	0.489114293204813	0.385534744664119	1
3	Rab and other proteins involved in intracellular traffic	1	632	15	3165	0.496771487248947	0.333925130474141	1
3	Rab proteins	1	632	12	3168	0.707706353292759	0.417789920124881	1
3	Endosome maturation	0	633	12	3168	0.236286987445768	0	0.993854130169466
3	Rab cycle	5	628	38	3142	0.535150672607439	0.658378947054663	1
3	Molecular markers of resistance to antimalarial drugs	3	630	9	3171	0.432993699111525	1.67750521873642	1
3	ATP synthase complex	1	632	19	3161	0.231067477863642	0.263298630598719	0.993854130169466
3	DNA mismatch repair system	3	630	22	3158	0.78699887903131	0.6836116688139	1
3	Base excision repair of AP sites	4	629	33	3147	0.503692272401982	0.606516161870737	1
3	Actin and filaments	3	630	25	3155	0.608877778042844	0.601022768216976	1
3	A model for UbpX function in the regulation of PCNA deubiquitylation	1	632	15	3165	0.496771487248947	0.333925130474141	1
3	Model for translesion DNA synthesis	0	633	12	3168	0.236286987445768	0	0.993854130169466
3	Model of the Ube2w/CHIP/Ataxin-3 Ubiquitination Cycle	1	632	21	3159	0.157353243600181	0.238074055643783	0.861058481992835
3	Phosphatidylcholine metabolism	2	631	11	3169	1	0.913176087189106	1
3	Components of the linear motor responsible for merozoite motility in invasion	3	630	31	3149	0.350921133399137	0.483793062301899	1
3	Parasite encoded proteins associated with the membrane of infected erythrocytes	2	631	32	3148	0.105886293636847	0.311869274314491	0.74194912251237
3	Large Tethering Complexes that Act in the Secretory and Endocytic Pathways	4	629	31	3149	0.500781953981713	0.646048211757422	1
3	Asparagine and Aspartate metabolism	2	631	6	3174	0.627033003169203	1.67643148902091	1
3	Biosynthesis of Fe-S proteins in the apicoplast	0	633	14	3166	0.146013636044483	0	0.835313724489376
3	Methionine and Polyamine metabolism	5	628	14	3166	0.22763824987567	1.80016508218172	0.99037136475191
3	Signal recognition particle-mediated targeting of membrane and secretory proteins	1	632	11	3169	0.703443589845269	0.455914985540208	1
3	Karyopherin/exportin-mediated nuclear export pathways	2	631	16	3164	0.754225950338395	0.626850832570925	1
3	tRNA modifications	10	623	33	3147	0.221081076740369	1.5305179550708	0.983835301591841
3	Schematic depiction of pseudouridylation	2	631	13	3167	1	0.772205411522839	1
3	The HSP70 chaperone cycle	1	632	6	3174	1	0.837062474099612	1
3	Organization of chaperone pathways in the cytosol	4	629	26	3154	0.807138477728683	0.771481176751883	1
3	The ATG autophagic pathway	2	631	11	3169	1	0.913176087189106	1
3	Glutamate metabolism	1	632	13	3167	0.489114293204813	0.385534744664119	1
3	Glycolysis	2	631	26	3154	0.302884122562254	0.384560755573468	1
3	Model for metabolic compartmentalization of PI biosynthesis	4	629	8	3172	0.123457115969302	2.52061843454562	0.771826303741559
3	Shikimate biosynthesis	0	633	5	3175	1	0	1
3	CoA biosynthesis	1	632	7	3173	1	0.717281457765974	1
3	Utilization of phospholipids	4	629	22	3158	1	0.912898711063468	1
3	Structure and processing of pre rRNA	1	632	24	3156	0.10657417703297	0.208119292182026	0.74194912251237
3	Bulk mRNA transport through the nuclear pore	0	633	4	3176	1	0	1
3	Posttranslational translocation in eukaryotes	3	630	24	3156	0.606206361866139	0.62625865712681	1
3	SRP independent translocation of GPI anchored proteins	2	631	7	3173	0.650104516146614	1.43656580295851	1
3	Proteasome-mediated proteolysis of ubiquinated proteins	4	629	34	3146	0.386412255289183	0.588493909605608	1
3	Aminosugars metabolism	0	633	8	3172	0.367107673304767	0	1
3	Quality control in mRNA biogenesis	2	631	20	3160	0.563375132823672	0.500867522527281	1
3	Leucine_ Isoleucine and Valine metabolism	0	633	11	3169	0.229523116025596	0	0.990651384652411
3	Classical COPII-mediated vesicular transport	1	632	24	3156	0.10657417703297	0.208119292182026	0.74194912251237
3	Characteristics of Plasmodium falciparum export proteins that remodel infected erythrocyte	1	632	10	3170	1	0.501657077071772	1
3	Maturation of snRNAs requires nuclear and cytoplasmic regulatory steps	2	631	12	3168	1	0.836804266230983	1
3	Assisted assembly of Sm-class snRNPs	1	632	10	3170	1	0.501657077071772	1
3	Lysine metabolism	0	633	5	3175	1	0	1
3	Mitochondrial division	0	633	4	3176	1	0	1
3	Import and export through the nuclear pore	2	631	22	3158	0.409737309959785	0.455052969434907	1
3	Putative SUMO substrates	2	631	19	3161	0.559422606963188	0.527391122914671	1
3	RNA polymerase I transcribes rRNA	2	631	7	3173	0.650104516146614	1.43656580295851	1
3	Lipoic acid metabolism	0	633	6	3174	0.597808696508491	0	1
3	Acetyl-CoA production in the mitochondrion	0	633	6	3174	0.597808696508491	0	1
3	Mitochondrial antioxidant system	1	632	13	3167	0.489114293204813	0.385534744664119	1
3	Chaperone network and protein quality control of the mitochondrion	2	631	34	3146	0.1102075061829	0.293339525290724	0.74194912251237
3	Proteome of the parasitophorous vacuole	1	632	23	3157	0.162414040635057	0.217236026641611	0.861058481992835
3	Proteins with ER retention sequences	1	632	11	3169	0.703443589845269	0.455914985540208	1
3	Phosphatidylinositol 3-kinase (PI3K)-controlled endocytosis of host cell hemoglobin	0	633	3	3177	1	0	1
3	SCF (Skp1-Cullin-F-box) ubiquitin-ligase	0	633	16	3164	0.0912438620774946	0	0.685866783481392
3	Interactions between modified host cell membrane and endothelial cell	0	633	3	3177	1	0	1
3	Rosette formation between normal and infected RBC	1	632	2	3178	0.420020164093134	2.51342715379896	1
3	Domains of merozoite surface proteins	0	633	7	3173	0.608672545306944	0	1
3	Nitrogen metabolism	1	632	8	3172	1	0.627441140121287	1
3	RNA polymerase III transcribes tRNA and 5S rRNA	2	631	12	3168	1	0.836804266230983	1
3	The Atg8 and Atg12 ubiquitin-like conjugation systems	2	631	5	3175	0.328358092317605	2.01229206211413	1
3	Structure of the nuclear pore	0	633	4	3176	1	0	1
3	Biogenesis of cytochrome oxidase	4	629	16	3164	0.761190389398091	1.25746967863957	1
3	Protein N-terminal acetylation	1	632	8	3172	1	0.627441140121287	1
3	Mannose and Fructose metabolism	1	632	6	3174	1	0.837062474099612	1
3	tRNA-wybutosine biosynthesis	1	632	3	3177	0.516379018720181	1.67536115635673	1
3	Modification of the wobble position uridine (U34) in Lys_ Glu_ Gln_ Leu and Arg tRNAs	1	632	5	3175	1	1.00474568166341	1
3	Anaphase promoting complex ubiquitin-ligase	0	633	10	3170	0.385158537544699	0	1
3	Lsm proteins and RNA processing	1	632	10	3170	1	0.501657077071772	1
3	Glycosylphosphatidylinositol (GPI) anchor biosynthesis	3	630	11	3169	0.715616229609354	1.37173375413065	1
3	Exported parasite proteins associated with Maurer�s clefts	0	633	4	3176	1	0	1
3	Translocon of exported proteins (PTEX)	0	633	6	3174	0.597808696508491	0	1
3	Post-translational modification �SUMOylation	2	631	7	3173	0.650104516146614	1.43656580295851	1
3	Activation of eiF5A	0	633	3	3177	1	0	1
3	Involvement of GTP-binding proteins and ribosomes in amino acid shortage	2	631	3	3177	0.194896129615297	3.35508801581351	0.909666353809071
3	Different kinesins with different roles	0	633	5	3175	1	0	1
3	Catabolism of polyphosphates	2	631	6	3174	0.627033003169203	1.67643148902091	1
3	Glycine and Serine metabolism	1	632	9	3171	1	0.557562275818358	1
